date,event_id,venue,city,state,show_set,time,song,song_n,isong,next_set,Nevents,ievent,break_length
1984-10-27,4015,Berkeley Community Theater,Berkeley,CA,Set 1,,Might As Well,1,24428,Set 2,1,1,long
1984-10-27,4015,Berkeley Community Theater,Berkeley,CA,Set 2,,One More Saturday Night,1,24441,Encore,1,1,short
1984-10-27,4015,Berkeley Community Theater,Berkeley,CA,Encore,,Day Job,1,24442,,1,1,long
1984-10-28,4016,Berkeley Community Theater,Berkeley,CA,Set 1,,Deal,1,24449,Set 2,1,1,long
1984-10-28,4016,Berkeley Community Theater,Berkeley,CA,Set 2,,Not Fade Away,1,24458,Encore,1,1,short
1984-10-28,4016,Berkeley Community Theater,Berkeley,CA,Encore,,It's All Over Now Baby Blue,1,24459,,1,1,long
1984-10-30,4017,Berkeley Community Theater,Berkeley,CA,Set 1,,Let It Grow,1,24466,Set 2,1,1,long
1984-10-30,4017,Berkeley Community Theater,Berkeley,CA,Set 2,,Sugar Magnolia,1,24476,Encore,1,1,short
1984-10-30,4017,Berkeley Community Theater,Berkeley,CA,Encore,,U.S. Blues,1,24477,,1,1,long
1984-10-31,4018,Berkeley Community Theater,Berkeley,CA,Set 1,,Don't Ease Me In,1,24486,Set 2,1,1,long
1984-10-31,4018,Berkeley Community Theater,Berkeley,CA,Set 2,,One More Saturday Night,1,24498,Encore,1,1,short
1984-10-31,4018,Berkeley Community Theater,Berkeley,CA,Encore,,Satisfaction,1,24499,,1,1,long
1984-11-02,4019,Berkeley Community Theater,Berkeley,CA,Set 1,,Iko Iko,1,24507,Set 2,1,1,long
1984-11-02,4019,Berkeley Community Theater,Berkeley,CA,Set 2,,Good Lovin',1,24519,Encore,1,1,short
1984-11-02,4019,Berkeley Community Theater,Berkeley,CA,Encore,,Casey Jones,1,24520,,1,1,long
1984-11-03,4020,Berkeley Community Theater,Berkeley,CA,Set 1,,Deal,1,24527,Set 2,1,1,long
1984-11-03,4020,Berkeley Community Theater,Berkeley,CA,Set 2,,Turn On Your Lovelight,1,24537,Encore,1,1,short
1984-11-03,4020,Berkeley Community Theater,Berkeley,CA,Encore,,Brokedown Palace,1,24538,,1,1,long
1984-12-28,4041,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Might As Well,1,24549,Set 2,1,1,long
1984-12-28,4041,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Sugar Magnolia,1,24559,Encore,1,1,short
1984-12-28,4041,San Francisco Civic Auditorium,San Francisco,CA,Encore,,Day Tripper,1,24560,,1,1,long
1984-12-29,4042,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Let It Grow,1,24567,Set 2,1,1,long
1984-12-29,4042,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Not Fade Away,1,24575,Encore,1,1,short
1984-12-29,4042,San Francisco Civic Auditorium,San Francisco,CA,Encore,,Brokedown Palace,1,24576,,1,1,long
1984-12-31,4043,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Don't Ease Me In,1,24583,Set 2,1,1,long
1984-12-31,4043,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Turn On Your Lovelight,1,24593,Set 3,1,1,long
1984-12-31,4043,San Francisco Civic Auditorium,San Francisco,CA,Set 3,,It's All Over Now Baby Blue,1,24597,,1,1,long
1985-02-18,4045,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,20:00:00.000,I Know You Rider,1,24606,Set 2,1,1,long
1985-02-18,4045,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,20:00:00.000,Sugar Magnolia,1,24616,Encore,1,1,short
1985-02-18,4045,Henry J. Kaiser Convention Center,Oakland,CA,Encore,20:00:00.000,Day Job,1,24617,,1,1,long
1985-02-19,4046,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,20:00:00.000,Might As Well,1,24625,Set 2,1,1,long
1985-02-19,4046,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,20:00:00.000,Touch Of Grey,1,24632,Encore,1,1,short
1985-02-19,4046,Henry J. Kaiser Convention Center,Oakland,CA,Encore,20:00:00.000,Johnny B. Goode,1,24633,,1,1,long
1985-02-20,4047,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,20:00:00.000,Don't Ease Me In,1,24641,Set 2,1,1,long
1985-02-20,4047,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,20:00:00.000,Turn On Your Lovelight,1,24649,Encore,1,1,short
1985-02-20,4047,Henry J. Kaiser Convention Center,Oakland,CA,Encore,20:00:00.000,U.S. Blues,1,24650,,1,1,long
1985-03-09,4050,Berkeley Community Theater,Berkeley,CA,Set 1,,Let It Grow,1,24656,Set 2,1,1,long
1985-03-09,4050,Berkeley Community Theater,Berkeley,CA,Set 2,,Sugar Magnolia,1,24665,Encore,1,1,short
1985-03-09,4050,Berkeley Community Theater,Berkeley,CA,Encore,,It's All Over Now Baby Blue,1,24666,,1,1,long
1985-03-10,4051,Berkeley Community Theater,Berkeley,CA,Set 1,,Big Railroad Blues,1,24672,Set 2,1,1,long
1985-03-10,4051,Berkeley Community Theater,Berkeley,CA,Set 2,,Johnny B. Goode,1,24683,Encore,1,1,short
1985-03-10,4051,Berkeley Community Theater,Berkeley,CA,Encore,,Day Job,1,24684,,1,1,long
1985-03-12,4052,Berkeley Community Theater,Berkeley,CA,Set 1,,Don't Ease Me In,1,24692,Set 2,1,1,long
1985-03-12,4052,Berkeley Community Theater,Berkeley,CA,Set 2,,Turn On Your Lovelight,1,24700,Encore,1,1,short
1985-03-12,4052,Berkeley Community Theater,Berkeley,CA,Encore,,U.S. Blues,1,24701,,1,1,long
1985-03-13,4053,Berkeley Community Theater,Berkeley,CA,Set 1,,Deal,1,24708,Set 2,1,1,long
1985-03-13,4053,Berkeley Community Theater,Berkeley,CA,Set 2,,Good Lovin',1,24718,Encore,1,1,short
1985-03-13,4053,Berkeley Community Theater,Berkeley,CA,Encore,,Brokedown Palace,1,24719,,1,1,long
1985-03-21,4054,Hampton Coliseum,Hampton,VA,Set 1,,Might As Well,1,24729,Set 2,1,1,long
1985-03-21,4054,Hampton Coliseum,Hampton,VA,Set 2,,Johnny B. Goode,1,24739,Encore,1,1,short
1985-03-21,4054,Hampton Coliseum,Hampton,VA,Encore,,Day Job,1,24740,,1,1,long
1985-03-22,4055,Hampton Coliseum,Hampton,VA,Set 1,,Don't Ease Me In,1,24748,Set 2,1,1,long
1985-03-22,4055,Hampton Coliseum,Hampton,VA,Set 2,,Sugar Magnolia,1,24760,Encore,1,1,short
1985-03-22,4055,Hampton Coliseum,Hampton,VA,Encore,,It's All Over Now Baby Blue,1,24761,,1,1,long
1985-03-24,4056,Springfield Civic Center Arena,Springfield,MA,Set 1,,Deal,1,24769,Set 2,1,1,long
1985-03-24,4056,Springfield Civic Center Arena,Springfield,MA,Set 2,,Not Fade Away,1,24779,Encore,1,1,short
1985-03-24,4056,Springfield Civic Center Arena,Springfield,MA,Encore,,U.S. Blues,1,24780,,1,1,long
1985-03-25,4057,Springfield Civic Center Arena,Springfield,MA,Set 1,,Let It Grow,1,24787,Set 2,1,1,long
1985-03-25,4057,Springfield Civic Center Arena,Springfield,MA,Set 2,,Good Lovin',1,24798,Encore,1,1,short
1985-03-25,4057,Springfield Civic Center Arena,Springfield,MA,Encore,,Day Job,1,24799,,1,1,long
1985-03-27,4058,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Might As Well,1,24808,Set 2,1,1,long
1985-03-27,4058,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Turn On Your Lovelight,1,24815,Encore,1,1,short
1985-03-27,4058,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Touch Of Grey,1,24816,,1,1,long
1985-03-28,4059,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,I Know You Rider,1,24824,Set 2,1,1,long
1985-03-28,4059,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Sugar Magnolia,1,24834,Encore,1,1,short
1985-03-28,4059,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Day Job,1,24835,,1,1,long
1985-03-29,4060,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Don't Ease Me In,1,24844,Set 2,1,1,long
1985-03-29,4060,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Johnny B. Goode,1,24853,Encore,1,1,short
1985-03-29,4060,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Brokedown Palace,1,24854,,1,1,long
1985-03-31,4061,Cumberland County Civic Center,Portland,ME,Set 1,,Don't Ease Me In,1,24862,Set 2,1,1,long
1985-03-31,4061,Cumberland County Civic Center,Portland,ME,Set 2,,Day Tripper,1,24873,Encore,1,1,short
1985-03-31,4061,Cumberland County Civic Center,Portland,ME,Encore,,U.S. Blues,1,24874,,1,1,long
1985-04-01,4062,Cumberland County Civic Center,Portland,ME,Set 1,,Might As Well,1,24882,Set 2,1,1,long
1985-04-01,4062,Cumberland County Civic Center,Portland,ME,Set 2,,Not Fade Away,1,24892,Encore,1,1,short
1985-04-01,4062,Cumberland County Civic Center,Portland,ME,Encore,,It's All Over Now Baby Blue,1,24893,,1,1,long
1985-04-03,4063,Providence Civic Center,Providence,RI,Set 1,,Let It Grow,1,24902,Set 2,1,1,long
1985-04-03,4063,Providence Civic Center,Providence,RI,Set 2,,Sugar Magnolia,1,24912,Encore,1,1,short
1985-04-03,4063,Providence Civic Center,Providence,RI,Encore,,Day Job,1,24913,,1,1,long
1985-04-04,4064,Providence Civic Center,Providence,RI,Set 1,,Deal,1,24923,Set 2,1,1,long
1985-04-04,4064,Providence Civic Center,Providence,RI,Set 2,,Turn On Your Lovelight,1,24934,Encore,1,1,short
1985-04-04,4064,Providence Civic Center,Providence,RI,Encore,,U.S. Blues,1,24935,,1,1,long
1985-04-06,4065,Spectrum,Philadelphia,PA,Set 1,,Don't Ease Me In,1,24944,Set 2,1,1,long
1985-04-06,4065,Spectrum,Philadelphia,PA,Set 2,,Not Fade Away,1,24953,Encore,1,1,short
1985-04-06,4065,Spectrum,Philadelphia,PA,Encore,,One More Saturday Night,1,24954,,1,1,long
1985-04-07,4066,Spectrum,Philadelphia,PA,Set 1,,Deal,1,24960,Set 2,1,1,long
1985-04-07,4066,Spectrum,Philadelphia,PA,Set 2,,Sugar Magnolia,1,24971,Encore,1,1,short
1985-04-07,4066,Spectrum,Philadelphia,PA,Encore,,Day Job,1,24972,,1,1,long
1985-04-08,4067,Spectrum,Philadelphia,PA,Set 1,,Might As Well,1,24983,Set 2,1,1,long
1985-04-08,4067,Spectrum,Philadelphia,PA,Set 2,,Turn On Your Lovelight,1,24994,Encore,1,1,short
1985-04-08,4067,Spectrum,Philadelphia,PA,Encore,,Brokedown Palace,1,24995,,1,1,long
1985-04-13,4068,Irvine Meadows Amphitheatre,Irvine,CA,Set 1,,Deal,1,25003,Set 2,1,1,long
1985-04-13,4068,Irvine Meadows Amphitheatre,Irvine,CA,Set 2,,One More Saturday Night,1,25012,Encore,1,1,short
1985-04-13,4068,Irvine Meadows Amphitheatre,Irvine,CA,Encore,,It's All Over Now Baby Blue,1,25013,,1,1,long
1985-04-14,4069,Irvine Meadows Amphitheatre,Irvine,CA,Set 1,,Don't Ease Me In,1,25023,Set 2,1,1,long
1985-04-14,4069,Irvine Meadows Amphitheatre,Irvine,CA,Set 2,,Sugar Magnolia,1,25034,Encore,1,1,short
1985-04-14,4069,Irvine Meadows Amphitheatre,Irvine,CA,Encore,,Gloria,1,25035,,1,1,long
1985-04-27,4073,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 1,,The Music Never Stopped,1,25044,Set 2,1,1,long
1985-04-27,4073,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 2,,One More Saturday Night,1,25056,Encore,1,1,short
1985-04-27,4073,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Encore,,Day Job,1,25057,,1,1,long
1985-04-28,4074,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 1,,I Know You Rider,1,25064,Set 2,1,1,long
1985-04-28,4074,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 2,,Not Fade Away,1,25075,Encore,1,1,short
1985-04-28,4074,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Encore,,She Belongs To Me,1,25077,,1,1,long
1985-06-14,4090,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Deal,1,25086,Set 2,1,1,long
1985-06-14,4090,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Sugar Magnolia,1,25095,Encore,1,1,short
1985-06-14,4090,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Day Job,1,25096,,1,1,long
1985-06-15,4091,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Might As Well,1,25104,Set 2,1,1,long
1985-06-15,4091,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Not Fade Away,1,25115,Encore,1,1,short
1985-06-15,4091,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,U.S. Blues,1,25117,,1,1,long
1985-06-16,4092,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 1,,Promised Land,1,25126,Set 2,1,1,long
1985-06-16,4092,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Set 2,,Turn On Your Lovelight,1,25138,Encore,1,1,short
1985-06-16,4092,"William Randolph Hearst Greek Theatre, UC Berkeley",Berkeley,CA,Encore,,Brokedown Palace,1,25139,,1,1,long
1985-06-21,4093,Alpine Valley Music Theatre,East Troy,WI,Set 1,,Day Job,1,25148,Set 2,1,1,long
1985-06-21,4093,Alpine Valley Music Theatre,East Troy,WI,Set 2,,Sugar Magnolia,1,25158,Encore,1,1,short
1985-06-21,4093,Alpine Valley Music Theatre,East Troy,WI,Encore,,It's All Over Now Baby Blue,1,25159,,1,1,long
1985-06-22,4094,Alpine Valley Music Theatre,East Troy,WI,Set 1,,One More Saturday Night,1,25168,Set 2,1,1,long
1985-06-22,4094,Alpine Valley Music Theatre,East Troy,WI,Set 2,,Not Fade Away,1,25179,Encore,1,1,short
1985-06-22,4094,Alpine Valley Music Theatre,East Troy,WI,Encore,,Brokedown Palace,1,25180,,1,1,long
1985-06-24,4095,Riverbend Music Center,Cincinnati,OH,Set 1,,Let It Grow,1,25188,Set 2,1,1,long
1985-06-24,4095,Riverbend Music Center,Cincinnati,OH,Set 2,,Good Lovin',1,25201,Encore,1,1,short
1985-06-24,4095,Riverbend Music Center,Cincinnati,OH,Encore,,U.S. Blues,1,25202,,1,1,long
1985-06-25,4096,Blossom Music Center,Cuyahoga Falls,OH,Set 1,,Might As Well,1,25213,Set 2,1,1,long
1985-06-25,4096,Blossom Music Center,Cuyahoga Falls,OH,Set 2,,Sugar Magnolia,1,25223,Encore,1,1,short
1985-06-25,4096,Blossom Music Center,Cuyahoga Falls,OH,Encore,,Touch Of Grey,1,25224,,1,1,long
1985-06-27,4097,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 1,,Don't Ease Me In,1,25234,Set 2,1,1,long
1985-06-27,4097,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 2,,Turn On Your Lovelight,1,25244,Encore,1,1,short
1985-06-27,4097,Saratoga Performing Arts Center,Saratoga Springs,NY,Encore,,It's All Over Now Baby Blue,1,25246,,1,1,long
1985-06-28,4098,Hershey Park Stadium,Hershey,PA,Set 1,19:00:00.000,Deal,1,25254,Set 2,1,1,long
1985-06-28,4098,Hershey Park Stadium,Hershey,PA,Set 2,19:00:00.000,Not Fade Away,1,25264,Encore,1,1,short
1985-06-28,4098,Hershey Park Stadium,Hershey,PA,Encore,19:00:00.000,Day Job,1,25265,,1,1,long
1985-06-30,4099,Merriweather Post Pavilion,Columbia,MD,Set 1,,Don't Ease Me In,1,25274,Set 2,1,1,long
1985-06-30,4099,Merriweather Post Pavilion,Columbia,MD,Set 2,,Sugar Magnolia,1,25285,Encore,1,1,short
1985-06-30,4099,Merriweather Post Pavilion,Columbia,MD,Encore,,U.S. Blues,1,25286,,1,1,long
1985-07-01,4100,Merriweather Post Pavilion,Columbia,MD,Set 1,,Day Job,1,25294,Set 2,1,1,long
1985-07-01,4100,Merriweather Post Pavilion,Columbia,MD,Set 2,,Good Lovin',1,25303,Encore,1,1,short
1985-07-01,4100,Merriweather Post Pavilion,Columbia,MD,Encore,,It's All Over Now Baby Blue,1,25305,,1,1,long
1985-07-02,4101,Pittsburgh Civic Arena,Pittsburgh,PA,Set 1,,Promised Land,1,25312,Set 2,1,1,long
1985-07-02,4101,Pittsburgh Civic Arena,Pittsburgh,PA,Set 2,,Turn On Your Lovelight,1,25322,Encore,1,1,short
1985-07-02,4101,Pittsburgh Civic Arena,Pittsburgh,PA,Encore,,Brokedown Palace,1,25324,,1,1,long
1985-07-13,4102,Ventura County Fairgrounds,Ventura,CA,Set 1,,The Music Never Stopped,1,25332,Set 2,1,1,long
1985-07-13,4102,Ventura County Fairgrounds,Ventura,CA,Set 2,,Sugar Magnolia,1,25343,Encore,1,1,short
1985-07-13,4102,Ventura County Fairgrounds,Ventura,CA,Encore,,U.S. Blues,1,25344,,1,1,long
1985-07-14,4103,Ventura County Fairgrounds,Ventura,CA,Set 1,,Might As Well,1,25352,Set 2,1,1,long
1985-07-14,4103,Ventura County Fairgrounds,Ventura,CA,Set 2,,Not Fade Away,1,25365,Encore,1,1,short
1985-07-14,4103,Ventura County Fairgrounds,Ventura,CA,Encore,,Day Job,1,25366,,1,1,long
1985-08-24,4113,Boreal Ridge Ski Resort,Donner Summit,CA,Set 1,,Don't Ease Me In,1,25373,Set 2,1,1,long
1985-08-24,4113,Boreal Ridge Ski Resort,Donner Summit,CA,Set 2,,Turn On Your Lovelight,1,25383,Encore,1,1,short
1985-08-24,4113,Boreal Ridge Ski Resort,Donner Summit,CA,Encore,,Day Tripper,1,25384,,1,1,long
1985-08-30,4115,Southern Star Amphitheater,Houston,TX,Set 1,,Deal,1,25390,Set 2,1,1,long
1985-08-30,4115,Southern Star Amphitheater,Houston,TX,Set 2,,Morning Dew,1,25399,Encore,1,1,short
1985-08-30,4115,Southern Star Amphitheater,Houston,TX,Encore,,Sugar Magnolia,1,25400,,1,1,long
1985-08-31,4116,Manor Downs,Austin,TX,Set 1,,Let It Grow,1,25409,Set 2,1,1,long
1985-08-31,4116,Manor Downs,Austin,TX,Set 2,,Not Fade Away,1,25417,Encore,1,1,short
1985-08-31,4116,Manor Downs,Austin,TX,Encore,,One More Saturday Night,1,25419,,1,1,long
1985-09-02,4117,Zoo Amphitheatre,Oklahoma City,OK,Set 1,,Hell In A Bucket,1,25429,Set 2,1,1,long
1985-09-02,4117,Zoo Amphitheatre,Oklahoma City,OK,Set 2,,Good Lovin',1,25440,Encore,1,1,short
1985-09-02,4117,Zoo Amphitheatre,Oklahoma City,OK,Encore,,Day Job,1,25441,,1,1,long
1985-09-03,4118,Starlight Theatre,Kansas City,MO,Set 1,,Don't Ease Me In,1,25449,Set 2,1,1,long
1985-09-03,4118,Starlight Theatre,Kansas City,MO,Set 2,,Turn On Your Lovelight,1,25461,Encore,1,1,short
1985-09-03,4118,Starlight Theatre,Kansas City,MO,Encore,,It's All Over Now Baby Blue,1,25462,,1,1,long
1985-09-05,4119,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Let It Grow,1,25471,Set 2,1,1,long
1985-09-05,4119,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Sugar Magnolia,1,25480,Encore,1,1,short
1985-09-05,4119,Red Rocks Amphitheatre,Morrison,CO,Encore,,Brokedown Palace,1,25481,,1,1,long
1985-09-06,4120,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Don't Ease Me In,1,25487,Set 2,1,1,long
1985-09-06,4120,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Not Fade Away,1,25497,Encore,1,1,short
1985-09-06,4120,Red Rocks Amphitheatre,Morrison,CO,Encore,,U.S. Blues,1,25498,,1,1,long
1985-09-07,4121,Red Rocks Amphitheatre,Morrison,CO,Set 1,,One More Saturday Night,1,25506,Set 2,1,1,long
1985-09-07,4121,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Turn On Your Lovelight,1,25519,Encore,1,1,short
1985-09-07,4121,Red Rocks Amphitheatre,Morrison,CO,Encore,,It's All Over Now Baby Blue,1,25521,,1,1,long
1985-09-10,4122,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,,Don't Ease Me In,1,25530,Set 2,1,1,long
1985-09-10,4122,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,,Sugar Magnolia,1,25541,Encore,1,1,short
1985-09-10,4122,Henry J. Kaiser Convention Center,Oakland,CA,Encore,,Day Job,1,25542,,1,1,long
1985-09-11,4123,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,,Deal,1,25550,Set 2,1,1,long
1985-09-11,4123,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,,Good Lovin',1,25559,Encore,1,1,short
1985-09-11,4123,Henry J. Kaiser Convention Center,Oakland,CA,Encore,,U.S. Blues,1,25560,,1,1,long
1985-09-12,4124,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,,Might As Well,1,25568,Set 2,1,1,long
1985-09-12,4124,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,,Not Fade Away,1,25578,Encore,1,1,short
1985-09-12,4124,Henry J. Kaiser Convention Center,Oakland,CA,Encore,,Brokedown Palace,1,25580,,1,1,long
1985-09-15,4126,"Devore Field, Southwestern College",Chula Vista,CA,Set 1,,Deal,1,25588,Set 2,1,1,long
1985-09-15,4126,"Devore Field, Southwestern College",Chula Vista,CA,Set 2,,Satisfaction,1,25599,Encore,1,1,short
1985-09-15,4126,"Devore Field, Southwestern College",Chula Vista,CA,Encore,,Brokedown Palace,1,25600,,1,1,long
1985-10-25,4150,Sportatorium,Pembroke Pines,FL,Set 1,,Let It Grow,1,25608,Set 2,1,1,long
1985-10-25,4150,Sportatorium,Pembroke Pines,FL,Set 2,,Sugar Magnolia,1,25616,Encore,1,1,short
1985-10-25,4150,Sportatorium,Pembroke Pines,FL,Encore,,It's All Over Now Baby Blue,1,25617,,1,1,long
1985-10-26,4151,"Sun Dome, University of South Florida",Tampa,FL,Set 1,,Don't Ease Me In,1,25627,Set 2,1,1,long
1985-10-26,4151,"Sun Dome, University of South Florida",Tampa,FL,Set 2,,One More Saturday Night,1,25638,Encore,1,1,short
1985-10-26,4151,"Sun Dome, University of South Florida",Tampa,FL,Encore,,Midnight Hour,1,25639,,1,1,long
1985-10-28,4152,Fox Theatre,Atlanta,GA,Set 1,,Promised Land,1,25647,Set 2,1,1,long
1985-10-28,4152,Fox Theatre,Atlanta,GA,Set 2,,Good Lovin',1,25658,Encore,1,1,short
1985-10-28,4152,Fox Theatre,Atlanta,GA,Encore,,Day Job,1,25659,,1,1,long
1985-10-29,4153,Fox Theatre,Atlanta,GA,Set 1,,Deal,1,25665,Set 2,1,1,long
1985-10-29,4153,Fox Theatre,Atlanta,GA,Set 2,,Johnny B. Goode,1,25676,Encore,1,1,short
1985-10-29,4153,Fox Theatre,Atlanta,GA,Encore,,Brokedown Palace,1,25677,,1,1,long
1985-10-31,4154,"Carolina Coliseum Arena, Univ. of S. Carolina",Columbia,SC,Set 1,,Might As Well,1,25686,Set 2,1,1,long
1985-10-31,4154,"Carolina Coliseum Arena, Univ. of S. Carolina",Columbia,SC,Set 2,,Not Fade Away,1,25694,Encore,1,1,short
1985-10-31,4154,"Carolina Coliseum Arena, Univ. of S. Carolina",Columbia,SC,Encore,,U.S. Blues,1,25695,,1,1,long
1985-11-01,4155,Richmond Coliseum,Richmond,VA,Set 1,,Don't Ease Me In,1,25704,Set 2,1,1,long
1985-11-01,4155,Richmond Coliseum,Richmond,VA,Set 2,,Gloria,1,25716,Encore,1,1,short
1985-11-01,4155,Richmond Coliseum,Richmond,VA,Encore,,Day Job,1,25717,,1,1,long
1985-11-02,4156,Richmond Coliseum,Richmond,VA,Set 1,,Let It Grow,1,25725,Set 2,1,1,long
1985-11-02,4156,Richmond Coliseum,Richmond,VA,Set 2,,Turn On Your Lovelight,1,25734,Encore,1,1,short
1985-11-02,4156,Richmond Coliseum,Richmond,VA,Encore,,It's All Over Now Baby Blue,1,25735,,1,1,long
1985-11-04,4157,Centrum,Worcester,MA,Set 1,,Might As Well,1,25744,Set 2,1,1,long
1985-11-04,4157,Centrum,Worcester,MA,Set 2,,Sugar Magnolia,1,25754,Encore,1,1,short
1985-11-04,4157,Centrum,Worcester,MA,Encore,,U.S. Blues,1,25755,,1,1,long
1985-11-05,4158,Centrum,Worcester,MA,Set 1,,Don't Ease Me In,1,25763,Set 2,1,1,long
1985-11-05,4158,Centrum,Worcester,MA,Set 2,,Good Lovin',1,25776,Encore,1,1,short
1985-11-05,4158,Centrum,Worcester,MA,Encore,,Brokedown Palace,1,25777,,1,1,long
1985-11-07,4159,Community War Memorial Auditorium,Rochester,NY,Set 1,,Deal,1,25786,Set 2,1,1,long
1985-11-07,4159,Community War Memorial Auditorium,Rochester,NY,Set 2,,Not Fade Away,1,25796,Encore,1,1,short
1985-11-07,4159,Community War Memorial Auditorium,Rochester,NY,Encore,,Midnight Hour,1,25797,,1,1,long
1985-11-08,4160,Community War Memorial Auditorium,Rochester,NY,Set 1,,Might As Well,1,25805,Set 2,1,1,long
1985-11-08,4160,Community War Memorial Auditorium,Rochester,NY,Set 2,,Sugar Magnolia,1,25814,Encore,1,1,short
1985-11-08,4160,Community War Memorial Auditorium,Rochester,NY,Encore,,Satisfaction,1,25815,,1,1,long
1985-11-10,4161,Brendan Byrne Arena,East Rutherford,NJ,Set 1,,Feel Like A Stranger,1,25823,Set 2,1,1,long
1985-11-10,4161,Brendan Byrne Arena,East Rutherford,NJ,Set 2,,Good Lovin',1,25834,Encore,1,1,short
1985-11-10,4161,Brendan Byrne Arena,East Rutherford,NJ,Encore,,It's All Over Now Baby Blue,1,25835,,1,1,long
1985-11-11,4162,Brendan Byrne Arena,East Rutherford,NJ,Set 1,,Don't Ease Me In,1,25844,Set 2,1,1,long
1985-11-11,4162,Brendan Byrne Arena,East Rutherford,NJ,Set 2,,Turn On Your Lovelight,1,25854,Encore,1,1,short
1985-11-11,4162,Brendan Byrne Arena,East Rutherford,NJ,Encore,,Brokedown Palace,1,25855,,1,1,long
1985-11-16,4163,Long Beach Arena,Long Beach,CA,Set 1,,Let It Grow,1,25862,Set 2,1,1,long
1985-11-16,4163,Long Beach Arena,Long Beach,CA,Set 2,,Good Lovin',1,25873,Encore,1,1,short
1985-11-16,4163,Long Beach Arena,Long Beach,CA,Encore,,Day Job,1,25874,,1,1,long
1985-11-17,4164,Long Beach Arena,Long Beach,CA,Set 1,,Might As Well,1,25883,Set 2,1,1,long
1985-11-17,4164,Long Beach Arena,Long Beach,CA,Set 2,,Not Fade Away,1,25894,Encore,1,1,short
1985-11-17,4164,Long Beach Arena,Long Beach,CA,Encore,,It's All Over Now Baby Blue,1,25895,,1,1,long
1985-11-20,4165,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,,Don't Ease Me In,1,25904,Set 2,1,1,long
1985-11-20,4165,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,,Sugar Magnolia,1,25913,Encore,1,1,short
1985-11-20,4165,Henry J. Kaiser Convention Center,Oakland,CA,Encore,,U.S. Blues,1,25914,,1,1,long
1985-11-21,4166,Henry J. Kaiser Convention Center,Oakland,CA,Set 1,,Might As Well,1,25923,Set 2,1,1,long
1985-11-21,4166,Henry J. Kaiser Convention Center,Oakland,CA,Set 2,,Midnight Hour,1,25934,Encore,1,1,short
