date,event_id,venue,city,state,show_set,time,song,isong,next_set,Nevents,ievent,break_length
1991-02-21,4859,Oakland Coliseum Arena,Oakland,CA,Set 1,,Promised Land,33183,Set 2,1,1,long
1991-02-21,4859,Oakland Coliseum Arena,Oakland,CA,Set 2,,Not Fade Away,33191,Encore,1,1,short
1991-02-21,4859,Oakland Coliseum Arena,Oakland,CA,Encore,,Knockin' On Heaven's Door,33192,,1,1,long
1991-03-17,4866,Capital Centre,Landover,MD,Set 1,,Let It Grow,33199,Set 2,1,1,long
1991-03-17,4866,Capital Centre,Landover,MD,Set 2,,Around And Around,33211,Encore,1,1,short
1991-03-17,4866,Capital Centre,Landover,MD,Encore,,U.S. Blues,33212,,1,1,long
1991-03-18,4867,Capital Centre,Landover,MD,Set 1,,Don't Ease Me In,33220,Set 2,1,1,long
1991-03-18,4867,Capital Centre,Landover,MD,Set 2,,Turn On Your Lovelight,33230,Encore,1,1,short
1991-03-18,4867,Capital Centre,Landover,MD,Encore,,It's All Over Now Baby Blue,33231,,1,1,long
1991-03-20,4868,Capital Centre,Landover,MD,Set 1,,Might As Well,33239,Set 2,1,1,long
1991-03-20,4868,Capital Centre,Landover,MD,Set 2,,Sugar Magnolia,33248,Encore,1,1,short
1991-03-20,4868,Capital Centre,Landover,MD,Encore,,The Weight,33249,,1,1,long
1991-03-21,4869,Capital Centre,Landover,MD,Set 1,,Bird Song,33255,Set 2,1,1,long
1991-03-21,4869,Capital Centre,Landover,MD,Set 2,,Not Fade Away,33264,Encore,1,1,short
1991-03-21,4869,Capital Centre,Landover,MD,Encore,,Box Of Rain,33265,,1,1,long
1991-03-23,4870,Knickerbocker Arena,Albany,NY,Set 1,,New Speedway Boogie,33273,Set 2,1,1,long
1991-03-23,4870,Knickerbocker Arena,Albany,NY,Set 2,,One More Saturday Night,33282,Encore,1,1,short
1991-03-23,4870,Knickerbocker Arena,Albany,NY,Encore,,Knockin' On Heaven's Door,33283,,1,1,long
1991-03-24,4871,Knickerbocker Arena,Albany,NY,Set 1,,Deal,33292,Set 2,1,1,long
1991-03-24,4871,Knickerbocker Arena,Albany,NY,Set 2,,Good Lovin',33303,Encore,1,1,short
1991-03-24,4871,Knickerbocker Arena,Albany,NY,Encore,,U.S. Blues,33304,,1,1,long
1991-03-25,4872,Knickerbocker Arena,Albany,NY,Set 1,,Touch Of Grey,33313,Set 2,1,1,long
1991-03-25,4872,Knickerbocker Arena,Albany,NY,Set 2,,Playing In The Band,33324,Encore,1,1,short
1991-03-25,4872,Knickerbocker Arena,Albany,NY,Encore,,Turn On Your Lovelight,33325,,1,1,long
1991-03-27,4873,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Reuben And Cherise,33334,Set 2,1,1,long
1991-03-27,4873,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Sugar Magnolia,33343,Encore,1,1,short
1991-03-27,4873,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Box Of Rain,33344,,1,1,long
1991-03-28,4874,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Let It Grow,33350,Set 2,1,1,long
1991-03-28,4874,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Good Lovin',33358,Encore,1,1,short
1991-03-28,4874,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Terrapin Station,33359,,1,1,long
1991-03-29,4875,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,When I Paint My Masterpiece,33367,Set 2,1,1,long
1991-03-29,4875,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Touch Of Grey,33377,Encore,1,1,short
1991-03-29,4875,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Brokedown Palace,33378,,1,1,long
1991-03-31,4876,Greensboro Coliseum,Greensboro,NC,Set 1,,Might As Well,33385,Set 2,1,1,long
1991-03-31,4876,Greensboro Coliseum,Greensboro,NC,Set 2,,Johnny B. Goode,33393,Encore,1,1,short
1991-03-31,4876,Greensboro Coliseum,Greensboro,NC,Encore,,Knockin' On Heaven's Door,33394,,1,1,long
1991-04-01,4877,Greensboro Coliseum,Greensboro,NC,Set 1,,Bird Song,33401,Set 2,1,1,long
1991-04-01,4877,Greensboro Coliseum,Greensboro,NC,Set 2,,Turn On Your Lovelight,33411,Encore,1,1,short
1991-04-01,4877,Greensboro Coliseum,Greensboro,NC,Encore,,It's All Over Now Baby Blue,33412,,1,1,long
1991-04-03,4878,The Omni,Atlanta,GA,Set 1,,Don't Ease Me In,33421,Set 2,1,1,long
1991-04-03,4878,The Omni,Atlanta,GA,Set 2,,Sugar Magnolia,33431,Encore,1,1,short
1991-04-03,4878,The Omni,Atlanta,GA,Encore,,The Weight,33432,,1,1,long
1991-04-04,4879,The Omni,Atlanta,GA,Set 1,,Promised Land,33440,Set 2,1,1,long
1991-04-04,4879,The Omni,Atlanta,GA,Set 2,,Good Lovin',33451,Encore,1,1,short
1991-04-04,4879,The Omni,Atlanta,GA,Encore,,U.S. Blues,33452,,1,1,long
1991-04-05,4880,The Omni,Atlanta,GA,Set 1,,Deal,33460,Set 2,1,1,long
1991-04-05,4880,The Omni,Atlanta,GA,Set 2,,Not Fade Away,33470,Encore,1,1,short
1991-04-05,4880,The Omni,Atlanta,GA,Encore,,The Mighty Quinn,33471,,1,1,long
1991-04-07,4881,Orlando Arena,Orlando,FL,Set 1,,Promised Land,33478,Set 2,1,1,long
1991-04-07,4881,Orlando Arena,Orlando,FL,Set 2,,Turn On Your Lovelight,33487,Encore,1,1,short
1991-04-07,4881,Orlando Arena,Orlando,FL,Encore,,It's All Over Now Baby Blue,33488,,1,1,long
1991-04-08,4882,Orlando Arena,Orlando,FL,Set 1,,Might As Well,33496,Set 2,1,1,long
1991-04-08,4882,Orlando Arena,Orlando,FL,Set 2,,Morning Dew,33506,Encore,1,1,short
1991-04-08,4882,Orlando Arena,Orlando,FL,Encore,,Johnny B. Goode,33507,,1,1,long
1991-04-09,4883,Orlando Arena,Orlando,FL,Set 1,,Let It Grow,33514,Set 2,1,1,long
1991-04-09,4883,Orlando Arena,Orlando,FL,Set 2,,Not Fade Away,33525,Encore,1,1,short
1991-04-09,4883,Orlando Arena,Orlando,FL,Encore,,Brokedown Palace,33526,,1,1,long
1991-04-27,4887,Sam Boyd Silver Bowl,Las Vegas,NV,Set 1,,Might As Well,33534,Set 2,1,1,long
1991-04-27,4887,Sam Boyd Silver Bowl,Las Vegas,NV,Set 2,,One More Saturday Night,33544,Encore,1,1,short
1991-04-27,4887,Sam Boyd Silver Bowl,Las Vegas,NV,Encore,,The Weight,33545,,1,1,long
1991-04-28,4888,Sam Boyd Silver Bowl,Las Vegas,NV,Set 1,,Bird Song,33552,Set 2,1,1,long
1991-04-28,4888,Sam Boyd Silver Bowl,Las Vegas,NV,Set 2,,Sunshine Daydream,33563,Encore,1,1,short
1991-04-28,4888,Sam Boyd Silver Bowl,Las Vegas,NV,Encore,,Box Of Rain,33564,,1,1,long
1991-05-03,4889,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Let It Grow,33572,Set 2,1,1,long
1991-05-03,4889,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Turn On Your Lovelight,33582,Encore,1,1,short
1991-05-03,4889,Cal Expo Amphitheatre,Sacramento,CA,Encore,,U.S. Blues,33583,,1,1,long
1991-05-04,4890,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,The Music Never Stopped,33592,Set 2,1,1,long
1991-05-04,4890,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,One More Saturday Night,33601,Encore,1,1,short
1991-05-04,4890,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Touch Of Grey,33602,,1,1,long
1991-05-05,4891,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Promised Land,33610,Set 2,1,1,long
1991-05-05,4891,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Not Fade Away,33621,Encore,1,1,short
1991-05-05,4891,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Knockin' On Heaven's Door,33622,,1,1,long
1991-05-10,4892,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Don't Ease Me In,33631,Set 2,1,1,long
1991-05-10,4892,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Sugar Magnolia,33642,Encore,1,1,short
1991-05-10,4892,Shoreline Amphitheatre,Mountain View,CA,Encore,,It's All Over Now Baby Blue,33643,,1,1,long
1991-05-11,4893,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Promised Land,33649,Set 2,1,1,long
1991-05-11,4893,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Around And Around,33658,Encore,1,1,short
1991-05-11,4893,Shoreline Amphitheatre,Mountain View,CA,Encore,,The Mighty Quinn,33659,,1,1,long
1991-05-12,4894,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Deal,33667,Set 2,1,1,long
1991-05-12,4894,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Turn On Your Lovelight,33678,Encore,1,1,short
1991-05-12,4894,Shoreline Amphitheatre,Mountain View,CA,Encore,,The Weight,33679,,1,1,long
1991-06-01,4900,Los Angeles Memorial Coliseum,Los Angeles,CA,Set 1,,Deal,33686,Set 2,1,1,long
1991-06-01,4900,Los Angeles Memorial Coliseum,Los Angeles,CA,Set 2,,Not Fade Away,33696,Encore,1,1,short
1991-06-01,4900,Los Angeles Memorial Coliseum,Los Angeles,CA,Encore,,One More Saturday Night,33697,,1,1,long
1991-06-06,4901,Deer Creek Music Center,Knoblesville,IN,Set 1,,Might As Well,33705,Set 2,1,1,long
1991-06-06,4901,Deer Creek Music Center,Knoblesville,IN,Set 2,,Turn On Your Lovelight,33715,Encore,1,1,short
1991-06-06,4901,Deer Creek Music Center,Knoblesville,IN,Encore,,Box Of Rain,33716,,1,1,long
1991-06-07,4902,Deer Creek Music Center,Knoblesville,IN,Set 1,,Don't Ease Me In,33724,Set 2,1,1,long
1991-06-07,4902,Deer Creek Music Center,Knoblesville,IN,Set 2,,Sugar Magnolia,33734,Encore,1,1,short
1991-06-07,4902,Deer Creek Music Center,Knoblesville,IN,Encore,,The Weight,33735,,1,1,long
1991-06-09,4903,Buckeye Lake Music Center,Thornville,OH,Set 1,,Let It Grow,33742,Set 2,1,1,long
1991-06-09,4903,Buckeye Lake Music Center,Thornville,OH,Set 2,,Around And Around,33752,Encore,1,1,short
1991-06-09,4903,Buckeye Lake Music Center,Thornville,OH,Encore,,Knockin' On Heaven's Door,33753,,1,1,long
1991-06-11,4904,Charlotte Coliseum,Charlotte,NC,Set 1,,Promised Land,33762,Set 2,1,1,long
1991-06-11,4904,Charlotte Coliseum,Charlotte,NC,Set 2,,Not Fade Away,33773,Encore,1,1,short
1991-06-11,4904,Charlotte Coliseum,Charlotte,NC,Encore,,U.S. Blues,33774,,1,1,long
1991-06-12,4905,Charlotte Coliseum,Charlotte,NC,Set 1,,Don't Ease Me In,33782,Set 2,1,1,long
1991-06-12,4905,Charlotte Coliseum,Charlotte,NC,Set 2,,Morning Dew,33791,Encore,1,1,short
1991-06-12,4905,Charlotte Coliseum,Charlotte,NC,Encore,,Brokedown Palace,33792,,1,1,long
1991-06-14,4906,Robert F. Kennedy Stadium,Washington,DC,Set 1,,The Music Never Stopped,33801,Set 2,1,1,long
1991-06-14,4906,Robert F. Kennedy Stadium,Washington,DC,Set 2,,Turn On Your Lovelight,33810,Encore,1,1,short
1991-06-14,4906,Robert F. Kennedy Stadium,Washington,DC,Encore,,It's All Over Now Baby Blue,33811,,1,1,long
1991-06-16,4907,Giants Stadium,East Rutherford,NJ,Set 1,,Let It Grow,33818,Set 2,1,1,long
1991-06-16,4907,Giants Stadium,East Rutherford,NJ,Set 2,,Not Fade Away,33828,Encore,1,1,short
1991-06-16,4907,Giants Stadium,East Rutherford,NJ,Encore,,Box Of Rain,33829,,1,1,long
1991-06-17,4908,Giants Stadium,East Rutherford,NJ,Set 1,,Might As Well,33837,Set 2,1,1,long
1991-06-17,4908,Giants Stadium,East Rutherford,NJ,Set 2,,Sugar Magnolia,33849,Encore,1,1,short
1991-06-17,4908,Giants Stadium,East Rutherford,NJ,Encore,,The Weight,33850,,1,1,long
1991-06-19,4909,Pine Knob Music Theatre,Clarkston,MI,Set 1,,Promised Land,33857,Set 2,1,1,long
1991-06-19,4909,Pine Knob Music Theatre,Clarkston,MI,Set 2,,Johnny B. Goode,33866,Encore,1,1,short
1991-06-19,4909,Pine Knob Music Theatre,Clarkston,MI,Encore,,The Mighty Quinn,33867,,1,1,long
1991-06-20,4910,Pine Knob Music Theatre,Clarkston,MI,Set 1,,Bird Song,33873,Set 2,1,1,long
1991-06-20,4910,Pine Knob Music Theatre,Clarkston,MI,Set 2,,Not Fade Away,33885,Encore,1,1,short
1991-06-20,4910,Pine Knob Music Theatre,Clarkston,MI,Encore,,Brokedown Palace,33886,,1,1,long
1991-06-22,4911,Soldier Field,Chicago,IL,Set 1,,Let It Grow,33893,Set 2,1,1,long
1991-06-22,4911,Soldier Field,Chicago,IL,Set 2,,One More Saturday Night,33905,Encore,1,1,short
1991-06-22,4911,Soldier Field,Chicago,IL,Encore,,The Weight,33906,,1,1,long
1991-06-24,4912,Sandstone Amphitheater,Bonner Springs,KS,Set 1,,Promised Land,33915,Set 2,1,1,long
1991-06-24,4912,Sandstone Amphitheater,Bonner Springs,KS,Set 2,,Morning Dew,33924,Encore,1,1,short
1991-06-24,4912,Sandstone Amphitheater,Bonner Springs,KS,Encore,,Around And Around,33925,,1,1,long
1991-06-25,4913,Sandstone Amphitheater,Bonner Springs,KS,Set 1,,The Music Never Stopped,33932,Set 2,1,1,long
1991-06-25,4913,Sandstone Amphitheater,Bonner Springs,KS,Set 2,,Good Lovin',33942,Encore,1,1,short
1991-06-25,4913,Sandstone Amphitheater,Bonner Springs,KS,Encore,,It's All Over Now Baby Blue,33943,,1,1,long
1991-06-28,4914,Mile High Stadium,Denver,CO,Set 1,,Don't Ease Me In,33952,Set 2,1,1,long
1991-06-28,4914,Mile High Stadium,Denver,CO,Set 2,,Not Fade Away,33962,Encore,1,1,short
1991-06-28,4914,Mile High Stadium,Denver,CO,Encore,,Box Of Rain,33963,,1,1,long
1991-08-12,4919,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Promised Land,33970,Set 2,1,1,long
1991-08-12,4919,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Turn On Your Lovelight,33981,Encore,1,1,short
1991-08-12,4919,Cal Expo Amphitheatre,Sacramento,CA,Encore,,The Weight,33982,,1,1,long
1991-08-13,4920,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Let It Grow,33989,Set 2,1,1,long
1991-08-13,4920,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Sugar Magnolia,33997,Encore,1,1,short
1991-08-13,4920,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Black Muddy River,33998,,1,1,long
1991-08-14,4921,Cal Expo Amphitheatre,Sacramento,CA,Set 1,19:00:00.000,Don't Ease Me In,34005,Set 2,1,1,long
1991-08-14,4921,Cal Expo Amphitheatre,Sacramento,CA,Set 2,19:00:00.000,Around And Around,34017,Encore,1,1,short
1991-08-14,4921,Cal Expo Amphitheatre,Sacramento,CA,Encore,19:00:00.000,Knockin' On Heaven's Door,34018,,1,1,long
1991-08-16,4922,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Promised Land,34025,Set 2,1,1,long
1991-08-16,4922,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Good Lovin',34034,Encore,1,1,short
1991-08-16,4922,Shoreline Amphitheatre,Mountain View,CA,Encore,,U.S. Blues,34035,,1,1,long
1991-08-17,4923,Shoreline Amphitheatre,Mountain View,CA,Set 1,,The Music Never Stopped,34043,Set 2,1,1,long
1991-08-17,4923,Shoreline Amphitheatre,Mountain View,CA,Set 2,,One More Saturday Night,34053,Encore,1,1,short
1991-08-17,4923,Shoreline Amphitheatre,Mountain View,CA,Encore,,It's All Over Now Baby Blue,34054,,1,1,long
1991-08-18,4924,Shoreline Amphitheatre,Mountain View,CA,Set 1,,Johnny B. Goode,34063,Set 2,1,1,long
1991-08-18,4924,Shoreline Amphitheatre,Mountain View,CA,Set 2,,Not Fade Away,34073,Encore,1,1,short
1991-08-18,4924,Shoreline Amphitheatre,Mountain View,CA,Encore,,Brokedown Palace,34074,,1,1,long
1991-09-04,4927,Richfield Coliseum,Richfield,OH,Set 1,,Promised Land,34084,Set 2,1,1,long
1991-09-04,4927,Richfield Coliseum,Richfield,OH,Set 2,,Not Fade Away,34094,Encore,1,1,short
1991-09-04,4927,Richfield Coliseum,Richfield,OH,Encore,,The Weight,34095,,1,1,long
1991-09-05,4928,Richfield Coliseum,Richfield,OH,Set 1,,Don't Ease Me In,34102,Set 2,1,1,long
1991-09-05,4928,Richfield Coliseum,Richfield,OH,Set 2,,Sugar Magnolia,34113,Encore,1,1,short
1991-09-05,4928,Richfield Coliseum,Richfield,OH,Encore,,U.S. Blues,34114,,1,1,long
1991-09-06,4929,Richfield Coliseum,Richfield,OH,Set 1,,Bird Song,34121,Set 2,1,1,long
1991-09-06,4929,Richfield Coliseum,Richfield,OH,Set 2,,Around And Around,34131,Encore,1,1,short
1991-09-06,4929,Richfield Coliseum,Richfield,OH,Encore,,Knockin' On Heaven's Door,34132,,1,1,long
1991-09-08,4930,Madison Square Garden,New York,NY,Set 1,,Let It Grow,34141,Set 2,1,1,long
1991-09-08,4930,Madison Square Garden,New York,NY,Set 2,,Good Lovin',34150,Encore,1,1,short
1991-09-08,4930,Madison Square Garden,New York,NY,Encore,,Attics Of My Life,34151,,1,1,long
1991-09-09,4931,Madison Square Garden,New York,NY,Set 1,,The Music Never Stopped,34159,Set 2,1,1,long
1991-09-09,4931,Madison Square Garden,New York,NY,Set 2,,Morning Dew,34169,Encore,1,1,short
1991-09-09,4931,Madison Square Garden,New York,NY,Encore,,The Mighty Quinn,34170,,1,1,long
1991-09-10,4932,Madison Square Garden,New York,NY,Set 1,,Deal,34177,Set 2,1,1,long
1991-09-10,4932,Madison Square Garden,New York,NY,Set 2,,Turn On Your Lovelight,34189,Encore,1,1,short
1991-09-10,4932,Madison Square Garden,New York,NY,Encore,,It's All Over Now Baby Blue,34190,,1,1,long
1991-09-12,4933,Madison Square Garden,New York,NY,Set 1,,Let It Grow,34198,Set 2,1,1,long
1991-09-12,4933,Madison Square Garden,New York,NY,Set 2,,Sunshine Daydream,34209,Encore,1,1,short
1991-09-12,4933,Madison Square Garden,New York,NY,Encore,,Box Of Rain,34210,,1,1,long
1991-09-13,4934,Madison Square Garden,New York,NY,Set 1,,Bird Song,34218,Set 2,1,1,long
1991-09-13,4934,Madison Square Garden,New York,NY,Set 2,,Not Fade Away,34227,Encore,1,1,short
1991-09-13,4934,Madison Square Garden,New York,NY,Encore,,Knockin' On Heaven's Door,34228,,1,1,long
1991-09-14,4935,Madison Square Garden,New York,NY,Set 1,,Promised Land,34236,Set 2,1,1,long
1991-09-14,4935,Madison Square Garden,New York,NY,Set 2,,One More Saturday Night,34248,Encore,1,1,short
1991-09-14,4935,Madison Square Garden,New York,NY,Encore,,The Weight,34249,,1,1,long
